year,player,pos,height_0,weight_0,forty,vertical,bench,broad,threecone,shuttle,school_abbr,overall,team_abbr,pos_rk,ovr_rk,grade,side,category
2015,Ty Sambrailo,5.0,,311,5,29,23,97,7,4,81.0,59,21.0,11,90,70,0.0,3.0
2019,Zach Allen,17.0,,281,5,32,24,112,7,4,42.0,65,16.0,8,69,78,1.0,1.0
2020,Javelin Guidry,1.0,,191,4,,21,,,,18.0,NA,0.0,31,287,32,NaN,NaN
2007,Mike Jones,8.0,,309,5,25,28,98,7,4,10.0,NA,0.0,13,241,39,0.0,5.0
2007,Eric Weddle,3.0,,203,4,33,11,113,6,4,18.0,37,26.0,5,61,81,1.0,0.0
2008,Chauncey Washington,2.0,,211,4,,,,,,0.0,213,13.0,11,118,66,0.0,5.0
2009,Stephen McGee,10.0,,225,4,33,,112,7,4,15.0,101,4.0,7,172,54,0.0,7.0
2012,Coby Fleener,9.0,,247,4,,27,,,,16.0,34,11.0,1,30,89,0.0,6.0
2017,Roderick Johnson,5.0,,298,,,,,,,2.0,160,14.0,10,150,61,0.0,3.0
2017,Davis Webb,10.0,,229,4,33,,118,6,4,35.0,87,25.0,7,95,73,0.0,7.0
2021,Blake Lynch,18.0,,144,,,,,,,NaN,,NaN,,,,NaN,NaN
2021,Carl Tucker,9.0,,,,,,,,,NaN,,NaN,,,,NaN,NaN
2001,Chris Weinke,10.0,,226,5,,,,,,2.0,106,20.0,NA,NA,NA,0.0,7.0
2003,Walter Young,0.0,,214,4,39,,121,6,4,51.0,226,20.0,NA,NA,NA,0.0,2.0
2006,Freddy Keiaho,11.0,,224,4,36,15,113,7,4,NaN,,NaN,,,,1.0,4.0
2006,Rodrique Wright,6.0,,300,5,32,31,110,7,4,8.0,226,24.0,5,51,85,1.0,1.0
2007,James Jones,0.0,,207,4,34,22,119,7,4,19.0,80,4.0,NA,NA,NA,0.0,2.0
2007,Mansfield Wrotto,8.0,,317,5,,27,92,8,4,56.0,124,17.0,7,133,64,0.0,3.0
2010,Charles Brown,5.0,,303,5,31,21,,,,0.0,64,28.0,5,27,91,0.0,3.0
2002,Curt McGill,12.0,,290,5,,30,,,,NaN,,NaN,,,,NaN,NaN
2006,Rocky McIntosh,7.0,,237,4,41,18,119,,,13.0,35,23.0,6,49,86,1.0,4.0
2011,Chris White,11.0,,240,4,34,17,115,6,4,10.0,246,13.0,NA,NA,NA,2.0,9.0
2017,Sojourn Shelton,1.0,,177,4,35,10,120,6,4,64.0,NA,0.0,30,280,38,NaN,NaN
2019,Blace Brown,1.0,,194,4,,14,126,7,4,104.0,NA,0.0,26,227,51,NaN,NaN
2022,Chasen Hines,12.0,,327,5,30,,108,,,NaN,,NaN,,,,NaN,NaN
2008,Marcus Thomas,2.0,,213,4,30,21,116,,,4.0,121,21.0,10,106,70,0.0,5.0
2011,Nate Williams,3.0,,211,4,30,17,114,6,4,NaN,,NaN,,,,1.0,1.0
2013,Jake Knott,7.0,,243,4,,,,,,NaN,,NaN,,,,NaN,NaN
2015,Kwon Alexander,7.0,,227,4,36,24,121,7,4,1.0,124,10.0,10,92,70,1.0,4.0
2019,Trayvon Mullen,1.0,,199,4,34,,123,,,5.0,40,31.0,11,75,76,1.0,0.0
2020,Jonathan Garvin,17.0,,263,4,36,23,125,,,57.0,242,15.0,20,177,54,1.0,1.0
2002,Devin Lewis,0.0,,205,4,38,,111,,,NaN,,NaN,,,,NaN,NaN
2012,Juron Criner,0.0,,224,4,38,17,117,7,4,53.0,168,31.0,25,169,54,0.0,2.0
2020,Mike Onwenu,14.0,,344,,,26,,,,NaN,,NaN,,,,NaN,NaN
2006,Ernie Sims,7.0,,231,4,41,25,125,7,4,2.0,9,9.0,2,14,96,1.0,4.0
2019,Justin Layne,1.0,,192,4,37,,134,6,4,23.0,83,5.0,6,53,83,1.0,0.0
2022,Trestan Ebner,2.0,,206,4,30,,,,,NaN,,NaN,,,,NaN,NaN
2000,James Williams,0.0,,180,4,36,,123,7,4,19.0,158,28.0,NA,NA,NA,1.0,4.0
2005,Antrel Rolle,1.0,,201,4,,15,,,,57.0,8,16.0,2,9,96,1.0,0.0
2006,Eric Smith,3.0,,209,4,40,21,127,6,4,77.0,145,2.0,NA,NA,NA,1.0,4.0
2007,Aaron King,21.0,,239,4,,,,,,NaN,,NaN,,,,NaN,NaN
2017,John Johnson,3.0,,205,4,37,14,119,6,4,42.0,91,34.0,10,97,73,1.0,4.0
2018,Tim Settle,6.0,,329,5,23,,96,7,4,22.0,163,23.0,10,106,70,1.0,1.0
2019,Kahale Warring,9.0,,252,4,36,19,122,7,4,60.0,86,30.0,6,92,73,0.0,6.0
2020,Nick Coe,13.0,,280,4,29,21,116,,,21.0,NA,0.0,16,127,64,NaN,NaN
2021,Christian Tutt,19.0,,180,4,29,,110,7,4,NaN,,NaN,,,,NaN,NaN
2001,Kendrell Bell,11.0,,234,4,38,24,124,7,4,7.0,39,5.0,NA,NA,NA,1.0,4.0
2007,Mike Jones,8.0,,309,5,25,28,98,7,4,10.0,32,37.0,NA,NA,NA,0.0,2.0
2010,C.J. Wilson,4.0,,290,4,33,32,116,,4,41.0,226,20.0,26,217,45,1.0,1.0
2014,Carl Bradford,7.0,,250,4,37,23,122,7,4,36.0,121,15.0,11,119,64,1.0,4.0
2002,Kendall Simmons,8.0,,311,5,28,24,98,7,4,21.0,30,5.0,NA,NA,NA,0.0,3.0
2003,Justin Gage,0.0,,217,4,,,,,,45.0,143,29.0,NA,NA,NA,0.0,2.0
2004,Tony Pape,5.0,,323,5,27,26,97,8,4,14.0,221,24.0,19,241,47,0.0,3.0
2004,Madieu Williams,3.0,,193,4,,18,125,,,40.0,56,7.0,5,87,74,1.0,0.0
2006,Dee McCann,1.0,,197,4,40,,122,7,4,NaN,,NaN,,,,1.0,0.0
2007,Eric Frampton,3.0,,204,4,34,10,122,6,4,58.0,165,31.0,12,159,58,1.0,0.0
2009,Stanley Arnoux,11.0,,232,4,31,19,121,7,4,67.0,118,28.0,13,NA,30,1.0,4.0
2012,Ron Brooks,1.0,,190,4,38,12,120,,,1.0,124,2.0,11,85,73,1.0,0.0
2012,Tyler Nielsen,7.0,,238,4,,21,,7,4,31.0,NA,0.0,17,182,50,NaN,NaN
2013,Earl Wolff,3.0,,209,4,39,,134,,4,48.0,136,8.0,11,135,63,1.0,0.0
2017,Treyvon Hester,6.0,,300,,,,,,,93.0,244,31.0,20,224,46,1.0,1.0
2020,Cameron Clark,14.0,,308,5,25,26,101,,,201.0,129,18.0,23,253,38,0.0,3.0
2021,Trey Hill,14.0,,319,5,,,,,,7.0,190,7.0,4,146,62,0.0,3.0
2000,Dwyte Smiley,3.0,,198,4,35,13,115,7,4,NaN,,NaN,,,,NaN,NaN
2003,Cornelius Green,4.0,,243,4,,,,,,NaN,,NaN,,,,NaN,NaN
2005,Tim Brown,5.0,,318,5,29,23,93,7,4,NaN,,NaN,,,,0.0,2.0
2009,Eugene Monroe,5.0,,309,5,28,23,110,7,4,50.0,8,13.0,2,5,96,0.0,3.0
2011,Josh Jasper,18.0,,174,5,,,,,,NaN,,NaN,,,,NaN,NaN
2014,Mike Davis,0.0,,197,4,,10,,,,8.0,NA,0.0,22,147,58,1.0,0.0
2016,Will Fuller,0.0,,186,4,33,10,126,6,4,9.0,21,30.0,4,21,90,0.0,2.0
2017,Daniel Brunskill,5.0,,273,,28,17,106,7,4,60.0,NA,0.0,10,335,31,NaN,NaN
2017,Cole Hikutini,9.0,,247,,,20,,,,33.0,NA,0.0,9,118,69,NaN,NaN
2018,Dallas Goedert,9.0,,256,,,23,,,,60.0,49,8.0,2,36,86,0.0,6.0
2018,Andre Smith,11.0,,237,4,,19,,,,6.0,6,7.0,3,10,95,0.0,3.0
2020,Grayland Arnold,1.0,,186,4,33,12,120,7,4,41.0,NA,0.0,30,282,33,NaN,NaN
2006,Darrell Hackney,10.0,,239,4,33,,110,7,4,NaN,,NaN,,,,NaN,NaN
2010,Anthony Davis,5.0,,323,5,33,21,99,8,4,66.0,11,1.0,4,14,93,0.0,5.0
2011,Mark Ingram,2.0,,215,4,31,21,118,7,4,6.0,28,28.0,1,20,92,0.0,2.0
2012,Carson Wiggs,18.0,,221,4,,,,,,NaN,,NaN,,,,NaN,NaN
2014,Tom Savage,10.0,,228,4,27,,105,7,4,46.0,135,30.0,6,68,75,0.0,7.0
2015,Chaz Green,5.0,,314,5,29,21,106,8,4,4.0,91,4.0,15,133,60,0.0,3.0
2018,Rashaan Gaulden,1.0,,193,4,30,8,119,7,4,20.0,85,20.0,13,111,69,1.0,0.0
2019,Dontavius Russell,17.0,,319,5,,24,,7,4,21.0,235,13.0,11,133,66,1.0,1.0
2019,Ty Summers,13.0,,241,4,36,27,123,,,49.0,226,15.0,18,284,41,1.0,4.0
2021,Ernest Jones,13.0,,230,4,38,,,,,26.0,103,34.0,10,127,67,1.0,1.0
2000,Plaxico Burress,0.0,,231,4,33,,115,,,23.0,8,5.0,NA,NA,NA,0.0,2.0
2003,Kevin Williams,4.0,,304,4,30,23,112,7,5,0.0,167,28.0,NA,NA,NA,1.0,0.0
2004,Will Smith,4.0,,275,4,,,,,,44.0,238,4.0,48,NA,30,1.0,1.0
2005,Josh Davis,0.0,,191,4,37,,118,7,4,65.0,NA,0.0,19,136,65,NaN,NaN
2007,Craig Dahl,3.0,,216,4,35,17,122,6,4,107.0,NA,0.0,19,250,38,NaN,NaN
2007,Brandon Harrison,3.0,,227,4,,23,,,,16.0,144,30.0,17,211,46,1.0,0.0
2010,Thaddeus Lewis,10.0,,215,4,28,,107,,,NaN,,NaN,,,,NaN,NaN
2017,Collin Buchanan,5.0,,316,,25,23,97,,,106.0,NA,0.0,17,244,43,NaN,NaN
2019,Anthony Johnson,0.0,,209,,32,18,122,7,,9.0,36,11.0,NA,NA,NA,0.0,5.0
2022,Troy Andersen,13.0,,243,4,36,,128,,,NaN,,NaN,,,,NaN,NaN
2002,Kalimba Edwards,4.0,,265,4,,,,,,26.0,35,9.0,NA,NA,NA,1.0,1.0
2003,Chris Simms,10.0,,220,4,31,,103,7,4,8.0,97,10.0,NA,NA,NA,0.0,7.0
2006,Miles Austin,0.0,,215,4,40,21,123,7,4,NaN,,NaN,,,,NaN,NaN
2010,Chad Jones,3.0,,221,4,36,9,115,6,4,1.0,76,25.0,9,NA,65,1.0,0.0
2012,Kendall Wright,0.0,,196,4,38,,121,6,4,41.0,20,12.0,4,28,89,0.0,2.0
2013,Keenan Allen,0.0,,206,4,,,,,,35.0,76,26.0,5,38,88,0.0,2.0
2013,Chris Thompson,2.0,,192,4,,21,,,,2.0,154,23.0,32,NA,30,0.0,5.0
2019,Cody Ford,5.0,,329,5,28,19,104,8,4,11.0,38,2.0,4,25,89,0.0,3.0
2019,Greg Gaines,17.0,,312,5,31,30,109,,,34.0,134,34.0,12,143,64,1.0,1.0
2022,Micheal Clemons,4.0,,263,,,24,116,,,NaN,,NaN,,,,NaN,NaN
2000,Dave Stachelski,9.0,,250,4,38,24,115,6,4,54.0,141,22.0,NA,NA,NA,0.0,6.0
2002,Monsanto Pope,6.0,,295,5,,,,,,50.0,231,21.0,NA,NA,NA,1.0,1.0
2009,Donald Brown,2.0,,210,4,41,,125,6,4,69.0,27,11.0,3,30,89,1.0,0.0
2012,Dave Teggart,18.0,,201,5,,,,,,NaN,,NaN,,,,NaN,NaN
2014,John Urschel,8.0,,313,5,29,30,102,7,4,12.0,175,6.0,5,105,67,0.0,3.0
2016,Cleveland Wallace III,1.0,,188,4,35,,123,,,95.0,NA,0.0,27,247,44,NaN,NaN
2017,DeMarcus Walker,4.0,,280,,,18,,,,2.0,51,21.0,6,59,80,1.0,1.0
2001,Casey Hampton,6.0,,314,5,,34,,,,8.0,19,5.0,NA,NA,NA,1.0,1.0
2001,Derek Homer,2.0,,194,4,32,,113,7,4,NaN,,NaN,,,,NaN,NaN
2001,Justin McCareins,0.0,,209,4,41,,129,7,3,108.0,124,12.0,NA,NA,NA,0.0,2.0
2008,Art Carmody,18.0,,177,5,,,,,,NaN,,NaN,,,,NaN,NaN
2011,John Clay,2.0,,230,4,29,,111,,,10.0,NA,0.0,22,250,39,0.0,3.0
2021,Eric Stokes,19.0,,194,4,38,14,128,6,4,155.0,148,7.0,NA,NA,NA,1.0,0.0
2022,Peyton Hendershot,9.0,,250,4,32,,117,,4,NaN,,NaN,,,,NaN,NaN
2006,Ryan O'Callaghan,5.0,,344,5,25,21,92,,,35.0,136,22.0,8,103,70,0.0,3.0
2009,Robert Brewster,5.0,,325,5,30,23,98,7,4,110.0,75,4.0,22,181,52,0.0,3.0
2016,KJ Dillon,3.0,,210,4,,11,121,,,39.0,159,30.0,18,162,58,NaN,NaN
2019,Keesean Johnson,0.0,,201,4,30,14,117,7,4,43.0,174,16.0,23,159,62,NaN,NaN
2000,Shannon Taylor,7.0,,249,4,34,,115,,,50.0,184,26.0,NA,NA,NA,1.0,4.0
2003,Colin Cole,6.0,,309,5,31,29,103,7,4,NaN,,NaN,,,,NaN,NaN
2005,Mike Patterson,6.0,,292,4,,26,,,,0.0,31,8.0,5,51,85,1.0,1.0
2007,Marcus Thomas,6.0,,314,5,,27,,,,4.0,121,21.0,10,106,70,1.0,1.0
2015,Jamon Brown,5.0,,323,5,,,,,,33.0,72,32.0,18,192,48,0.0,3.0
2015,Randy Gregory,4.0,,235,4,36,24,125,,,24.0,60,4.0,1,18,90,1.0,4.0
2016,Ryan Smith,1.0,,189,4,36,18,122,6,4,170.0,108,10.0,20,144,61,1.0,0.0
2001,Tom Ashworth,8.0,,293,5,33,20,109,7,4,NaN,,NaN,,,,NaN,NaN
2001,Sedrick Hodge,7.0,,244,4,32,21,120,,4,30.0,70,28.0,NA,NA,NA,1.0,4.0
2001,Aaron Schobel,4.0,,263,4,38,,119,7,4,49.0,46,2.0,NA,NA,NA,1.0,1.0
2005,Luis Castillo,6.0,,303,4,34,32,112,,,72.0,28,26.0,4,47,86,1.0,1.0
2006,Brandon Marshall,0.0,,229,4,37,,120,,,63.0,119,21.0,11,107,70,1.0,4.0
2009,Cedric Peerman,2.0,,216,4,40,27,117,6,4,50.0,185,6.0,9,102,69,0.0,5.0
2011,Schuylar Oordt,9.0,,261,4,36,18,119,6,4,99.0,NA,0.0,15,251,39,NaN,NaN
2011,Shareece Wright,1.0,,185,4,34,16,113,,,0.0,89,26.0,12,81,76,1.0,0.0
2016,Chris Jones,6.0,,310,5,24,26,106,7,4,5.0,169,3.0,NA,NA,NA,0.0,2.0
2019,Jamal Peters,1.0,,218,4,,,,,,19.0,NA,0.0,25,220,52,NaN,NaN
2021,Elijah Ponder,6.0,,268,5,30,27,101,7,4,NaN,,NaN,,,,NaN,NaN
2001,Nijrell Eason,1.0,,201,4,34,19,119,,,NaN,,NaN,,,,NaN,NaN
2001,DeAngelo Lloyd,4.0,,264,4,,15,,,,NaN,,NaN,,,,NaN,NaN
2001,Snoop Minnis,0.0,,171,4,37,,115,7,4,NaN,,NaN,,,,0.0,2.0
2002,Stephon Kelly,3.0,,212,4,32,15,117,7,4,NaN,,NaN,,,,NaN,NaN
2002,Lee Mays,0.0,,190,4,32,,119,7,4,83.0,202,5.0,NA,NA,NA,0.0,2.0
2007,Nate Harris,7.0,,230,4,32,26,107,7,4,33.0,NA,0.0,7,152,59,NaN,NaN
2013,Nickell Robey,1.0,,169,4,37,10,127,6,4,0.0,NA,0.0,23,167,56,NaN,NaN
2017,Jerod Evans,10.0,,232,4,26,,112,,4,NaN,,NaN,,,,NaN,NaN
2018,Davon Grayson,0.0,,199,4,34,19,124,,,73.0,NA,0.0,29,240,45,NaN,NaN
2018,Rasheem Green,4.0,,275,4,32,,118,7,4,0.0,79,17.0,3,63,79,1.0,1.0
2018,Josh Sweat,20.0,,251,4,39,,124,,4,2.0,130,8.0,5,72,77,1.0,1.0
2021,William Bradley-King,7.0,,252,4,34,,119,7,4,41.0,240,23.0,15,172,57,1.0,4.0
2021,Shakur Brown,1.0,,185,4,35,17,116,7,4,23.0,NA,0.0,14,90,73,NaN,NaN
2021,Terrace Marshall Jr.,0.0,,205,4,39,19,125,,,1.0,59,20.0,8,46,84,0.0,2.0
2022,Nick Cross,3.0,,212,4,37,,130,,,NaN,,NaN,,,,NaN,NaN
2022,Tyler Linderbaum,12.0,,296,,,,,,,NaN,,NaN,,,,NaN,NaN
2006,Greg Blue,3.0,,216,4,37,16,120,,,7.0,149,3.0,13,149,60,1.0,0.0
2009,Mike Goodson,2.0,,208,4,39,14,118,6,4,NaN,,NaN,,,,0.0,5.0
2011,Gabe Carimi,5.0,,314,5,31,29,109,,,32.0,29,29.0,4,23,91,0.0,3.0
2011,Colin Kaepernick,10.0,,233,4,32,,115,6,4,82.0,36,1.0,7,57,81,0.0,7.0
2011,Steve Schilling,8.0,,308,5,25,30,98,7,4,14.0,201,26.0,19,NA,30,NaN,NaN
2015,Landon Collins,3.0,,228,4,35,,120,7,4,6.0,33,25.0,1,33,88,1.0,0.0
2015,Adam Shead,8.0,,338,5,,26,,,,11.0,NA,0.0,15,222,44,NaN,NaN
2020,Alex Pechin,15.0,,213,4,34,13,,,,NaN,,NaN,,,,NaN,NaN
2004,Quincy Wilson,2.0,,225,4,33,26,118,7,4,4.0,46,11.0,6,31,88,0.0,5.0
2021,Kawaan Baker,0.0,,210,4,39,21,129,7,4,162.0,255,28.0,NA,NA,NA,0.0,2.0
2022,Snoop Conner,2.0,,222,4,29,25,118,,,NaN,,NaN,,,,NaN,NaN
2022,Blake Hayes,15.0,,226,,,,,,,NaN,,NaN,,,,NaN,NaN
2000,Na'il Diggs,7.0,,231,4,,,,,,3.0,98,15.0,NA,NA,NA,1.0,4.0
2008,Kregg Lumpkin,2.0,,226,4,28,22,111,,,NaN,,NaN,,,,NaN,NaN
2009,Mike Reilly,10.0,,214,4,30,,109,6,4,NaN,,NaN,,,,1.0,4.0
2009,Sean Smith,1.0,,214,4,34,10,119,6,4,18.0,61,24.0,6,54,82,1.0,1.0
2010,Robert Malone,15.0,,235,4,,19,,,,NaN,,NaN,,,,NaN,NaN
2011,Byron Maxwell,1.0,,202,4,33,24,124,,,5.0,173,17.0,28,207,46,1.0,0.0
2012,Jeremy Jones,1.0,,197,4,31,20,116,7,4,NaN,,NaN,,,,NaN,NaN
2001,Bill Ferrario,8.0,,314,5,,17,,,,32.0,105,15.0,NA,NA,NA,0.0,3.0
2001,Marques Tuiasosopo,10.0,,223,4,35,,115,7,4,34.0,59,31.0,NA,NA,NA,0.0,7.0
2005,Chris McKenzie,1.0,,185,4,45,6,136,6,4,10.0,NA,0.0,25,255,45,NaN,NaN
2008,Jerome Simpson,0.0,,199,4,37,,136,7,4,132.0,46,7.0,11,76,77,0.0,2.0
2009,Will Beatty,5.0,,307,5,33,27,107,7,4,69.0,60,25.0,6,48,85,0.0,3.0
2016,Brad Craddock,18.0,,186,4,,,,,,40.0,NA,0.0,2,271,39,NaN,NaN
2016,Ryan Kelly,12.0,,311,5,30,26,103,7,4,6.0,18,11.0,1,32,88,0.0,3.0
2021,Ramaud Chiaokhiao-Bowman,0.0,,204,4,34,11,119,6,4,NaN,,NaN,,,,NaN,NaN
2021,Jake Hausmann,9.0,,242,4,29,16,112,7,4,NaN,,NaN,,,,NaN,NaN
2021,Ernest Jones,13.0,,230,4,38,,,,,17.0,100,35.0,NA,NA,NA,1.0,4.0
2021,CJ Marable,2.0,,195,4,36,17,116,7,4,NaN,,NaN,,,,NaN,NaN
2021,Israel Tucker,2.0,,194,4,38,20,123,7,4,NaN,,NaN,,,,NaN,NaN
2001,Shane Griggs,10.0,,199,4,,,,,,NaN,,NaN,,,,NaN,NaN
2001,Cedric James,0.0,,204,4,43,,134,,,49.0,131,3.0,NA,NA,NA,0.0,2.0
2001,Chris Valletta,8.0,,299,5,33,18,98,7,4,NaN,,NaN,,,,NaN,NaN
2003,Terrell Roberts,1.0,,203,4,34,18,117,7,4,NaN,,NaN,,,,NaN,NaN
2008,Maurice Purify,0.0,,224,4,28,,117,6,4,NaN,,NaN,,,,NaN,NaN
2010,Corey Peters,6.0,,300,4,33,,98,7,4,52.0,83,19.0,15,NA,66,1.0,1.0
2013,Marc Anthony,1.0,,196,4,35,12,118,6,4,35.0,247,6.0,20,152,59,1.0,0.0
2015,Tevin Coleman,2.0,,206,4,,22,,,,85.0,73,19.0,6,66,78,0.0,5.0
2019,Nick Brossette,2.0,,209,4,35,15,118,7,4,1.0,NA,0.0,34,371,31,NaN,NaN
2020,Laviska Shenault Jr.,0.0,,227,4,,17,,,,28.0,42,13.0,10,61,79,0.0,2.0
2021,Deommodore Lenoir,1.0,,199,4,34,15,121,7,4,17.0,172,1.0,39,319,30,1.0,0.0
2002,Leonard Henry,2.0,,206,4,35,26,113,7,4,73.0,241,24.0,NA,NA,NA,0.0,5.0
2002,Kendall Newson,0.0,,200,4,33,,117,6,4,186.0,222,13.0,NA,NA,NA,0.0,2.0
2013,Jordan Devey,5.0,,317,5,24,21,98,7,4,NaN,,NaN,,,,NaN,NaN
2015,Brandon Bridge,10.0,,229,4,33,,110,7,4,162.0,NA,0.0,11,327,31,NaN,NaN
2016,D.J. Pettway,4.0,,265,4,28,17,108,7,4,6.0,NA,0.0,24,276,39,NaN,NaN
2017,Ben Braden,8.0,,329,5,28,25,102,7,4,14.0,NA,0.0,10,190,51,NaN,NaN
2017,J.J. Dielman,5.0,,309,,,27,,,,18.0,176,7.0,8,260,40,NaN,NaN
2018,Bo Scarbrough,2.0,,228,4,40,14,129,,4,6.0,236,4.0,14,165,59,0.0,5.0
2020,C.J. O'Grady,9.0,,253,4,34,16,119,7,4,NaN,,NaN,,,,NaN,NaN
2021,Shaun Wade,1.0,,196,,,,,,,3.0,160,6.0,16,101,71,1.0,0.0
2002,Travis Stephens,2.0,,194,4,32,15,121,,,20.0,119,10.0,NA,NA,NA,0.0,5.0
2002,Chad Williams,3.0,,207,4,36,20,121,6,,91.0,98,16.0,32,213,48,0.0,2.0
2003,Angelo Crowell,11.0,,236,4,32,25,,7,4,50.0,94,2.0,NA,NA,NA,1.0,4.0
2003,Willie Pile,3.0,,206,4,38,14,125,6,4,22.0,252,27.0,NA,NA,NA,1.0,0.0
2003,Tony Romo,10.0,,230,5,30,,105,7,4,NaN,,NaN,,,,NaN,NaN
2004,Andrew Shull,4.0,,265,4,30,16,107,7,4,NaN,,NaN,,,,NaN,NaN
2004,Kirk Yliniemi,18.0,,214,4,,,,,,NaN,,NaN,,,,NaN,NaN
2006,Brian Iwuh,7.0,,234,4,,20,,,,28.0,NA,0.0,11,118,67,NaN,NaN
2007,Stephen Berg,8.0,,330,5,,19,,,,NaN,,NaN,,,,NaN,NaN
2012,Janzen Jackson,3.0,,188,4,36,9,125,6,4,126.0,NA,0.0,18,208,43,NaN,NaN
2014,Cody Latimer,0.0,,215,4,,23,,,,85.0,56,21.0,6,35,88,0.0,2.0
2017,Trent Taylor,0.0,,181,4,33,13,117,6,4,87.0,177,1.0,45,266,40,0.0,2.0
2018,Wyatt Teller,8.0,,314,5,29,30,114,7,4,22.0,166,2.0,7,137,64,0.0,3.0
2021,Derrick Barnes,4.0,,238,4,37,29,119,,4,55.0,113,9.0,18,252,37,1.0,1.0
2021,Eric Burrell,3.0,,197,4,35,8,124,7,4,NaN,,NaN,,,,NaN,NaN
2021,Tyler Coyle,13.0,,209,4,39,24,133,7,4,55.0,NA,0.0,21,214,45,NaN,NaN
2022,Josh Johnson,0.0,,183,,,14,,,,55.0,NA,0.0,30,229,46,0.0,7.0
2012,Ronnell Lewis,7.0,,253,4,31,36,112,7,4,11.0,125,9.0,4,63,81,1.0,4.0
2016,Jonathan Jones,1.0,,186,4,36,19,123,7,4,21.0,NA,0.0,22,174,57,NaN,NaN
2019,Antoine Wesley,0.0,,206,,37,6,117,7,4,44.0,NA,0.0,26,205,55,NaN,NaN
2004,Kevin Jones,2.0,,227,4,38,,120,,,22.0,30,9.0,2,24,92,0.0,5.0
2008,Spencer Larsen,11.0,,238,4,28,27,113,7,4,53.0,183,21.0,7,144,59,1.0,4.0
2008,Eric Young,8.0,,310,5,,,,,,NaN,,NaN,,,,NaN,NaN
2012,Justin Blackmon,0.0,,207,4,,14,,,,38.0,5,13.0,1,9,95,0.0,2.0
2016,Tyvis Powell,3.0,,211,4,34,15,120,7,4,3.0,NA,0.0,13,130,64,NaN,NaN
2019,Ed Oliver,17.0,,287,,36,32,120,,,75.0,9,2.0,2,3,94,1.0,1.0
2021,Max Duffy,15.0,,196,,,,,,,52.0,NA,0.0,3,310,31,NaN,NaN
2021,Sam Ehlinger,10.0,,220,4,36,,114,7,4,8.0,218,11.0,12,247,38,0.0,7.0
2002,Chris Hope,3.0,,210,4,,28,113,,,2.0,94,5.0,NA,NA,NA,1.0,0.0
2011,Owen Marecic,16.0,,248,4,28,22,102,7,4,16.0,124,14.0,3,187,51,0.0,5.0
2012,B.J. Cunningham,0.0,,211,4,31,12,116,7,,23.0,183,24.0,28,185,50,0.0,2.0
2014,Jemea Thomas,1.0,,192,4,37,19,125,,,56.0,206,22.0,13,203,47,1.0,0.0
2021,D'Wayne Eskridge,0.0,,190,4,35,,124,6,4,111.0,56,17.0,10,57,80,0.0,2.0
2001,Roberto Garza,12.0,,303,5,32,37,114,7,4,222.0,99,19.0,NA,NA,NA,0.0,3.0
2001,Clevan Thomas,1.0,,189,4,36,,118,7,4,NaN,,NaN,,,,NaN,NaN
2002,Mike Williams,5.0,,375,5,30,29,102,,,5.0,7,33.0,1,12,91,0.0,6.0
2003,Mat McBriar,15.0,,213,5,,,,,,NaN,,NaN,,,,NaN,NaN
2004,Antonio Hall,8.0,,317,5,26,27,101,8,4,NaN,,NaN,,,,NaN,NaN
2007,Leonard Peters,3.0,,210,4,32,21,110,7,,NaN,,NaN,,,,NaN,NaN
2010,Anthony McCoy,9.0,,259,4,35,19,113,6,4,0.0,185,17.0,4,68,77,0.0,6.0
2012,Brandon Taylor,3.0,,209,4,33,,118,7,4,1.0,73,26.0,3,73,78,1.0,0.0
2015,Kyle Brindza,18.0,,236,5,,14,,,,NaN,,NaN,,,,NaN,NaN
2019,James Williams,2.0,,197,4,36,,118,7,4,19.0,158,28.0,NA,NA,NA,1.0,1.0
2020,Chase Claypool,0.0,,238,4,40,19,126,,,9.0,49,5.0,11,62,78,0.0,2.0
2021,Ta'Quon Graham,17.0,,292,4,32,32,113,7,4,8.0,148,19.0,23,263,35,1.0,1.0
2021,Dillon Stoner,0.0,,194,4,37,16,123,6,4,NaN,,NaN,,,,NaN,NaN
2004,Jeff Dugan,9.0,,263,5,28,21,109,7,4,40.0,220,3.0,12,211,51,0.0,6.0
2004,Deryck Toles,7.0,,224,4,37,24,112,7,4,NaN,,NaN,,,,NaN,NaN
2005,Andre Frazier,4.0,,234,4,38,19,124,7,4,NaN,,NaN,,,,NaN,NaN
2005,Doug Nienhuis,8.0,,307,5,29,22,99,7,4,59.0,254,17.0,15,181,58,0.0,3.0
2006,Barry Cofield,6.0,,304,4,34,35,105,7,4,72.0,124,25.0,13,130,64,1.0,1.0
2014,Tre Mason,2.0,,207,4,38,,126,,4,21.0,75,32.0,4,61,78,0.0,5.0
2005,Derrick Johnson,7.0,,242,4,37,,120,7,3,34.0,205,1.0,1,8,96,1.0,4.0
2006,Guy Whimper,5.0,,304,4,29,26,102,7,4,73.0,129,25.0,9,119,67,1.0,1.0
2009,Scott McKillop,11.0,,244,4,35,27,119,7,4,NaN,,NaN,,,,1.0,4.0
2010,Javier Arenas,1.0,,197,4,,,112,,,6.0,50,27.0,13,NA,69,1.0,0.0
2010,Scott Ravanesi,15.0,,191,4,,,,,,NaN,,NaN,,,,NaN,NaN
2015,Darren Waller,0.0,,238,4,37,12,125,7,4,56.0,204,6.0,24,156,53,0.0,2.0
