Player,Pos,Ht,Wt,Forty,Vertical,BenchReps,BroadJump,Cone,Shuttle,Year,Team,Round,Pick,side,category,pos_abbr,school_abbr,overall,pos_rk,ovr_rk,grade
Demetrin Veal,3.0,74,288,5.24,,26.0,111.0,,,2003,21.0,7,238,1.0,1.0,2.0,9.0,238,NA,NA,NA
Jason Cook,15.0,71,244,4.71,,21.0,,,,2009,NaN,,,NaN,NaN,NaN,NaN,,,,
Reggie Harrell,0.0,75,214,4.58,35.0,,115.0,7.42,4.11,2005,NaN,,,NaN,NaN,0.0,0.0,NA,37,302,37
Leroy Harris,13.0,74,302,5.35,24.5,29.0,96.0,8.0,4.8,2007,10.0,4,115,0.0,2.0,1.0,96.0,123,NA,NA,NA
Brandon Kaufman,0.0,77,216,4.67,33.5,9.0,115.0,7.11,4.44,2013,NaN,,,NaN,NaN,NaN,NaN,,,,
Star Lotulelei,5.0,74,311,5.14,,,,,,2013,9.0,1,14,1.0,1.0,4.0,32.0,14,1,3,95
Cody Prewitt,11.0,74,208,4.6,35.0,11.0,125.0,7.12,4.23,2015,NaN,,,NaN,NaN,12.0,36.0,NA,9,122,65
Hamza Abdullah,12.0,74,214,,39.0,18.0,114.0,6.94,,2005,17.0,7,231,1.0,0.0,5.0,59.0,231,25,314,34
Lorne Sam,0.0,74,220,4.59,33.0,23.0,122.0,7.11,4.35,2008,NaN,,,NaN,NaN,NaN,NaN,,,,
Ty Powell,6.0,74,249,4.64,37.0,28.0,122.0,6.98,4.4,2013,0.0,7,231,1.0,1.0,10.0,235.0,231,11,145,61
Robert James,6.0,70,219,4.7,,22.0,,,,2008,21.0,5,138,1.0,4.0,10.0,29.0,138,17,NA,44
Brett Toth,4.0,78,291,,,,,,,2018,NaN,,,NaN,NaN,3.0,180.0,NA,25,309,34
Clive Walford,9.0,76,251,4.79,35.0,20.0,120.0,7.32,4.57,2015,23.0,3,68,0.0,6.0,8.0,8.0,68,2,63,80
Henry Josey,2.0,68,194,4.43,34.5,20.0,118.0,7.07,4.13,2014,NaN,,,NaN,NaN,NaN,NaN,,,,
Joel Dreessen,9.0,76,260,4.72,36.0,22.0,113.0,7.09,4.01,2005,25.0,6,198,0.0,6.0,8.0,76.0,198,3,80,78
Alex Smith-02,9.0,76,258,4.88,,28.0,,,,2005,17.0,3,71,NaN,NaN,NaN,NaN,,,,
Patrick Mahomes,8.0,74,225,4.8,30.0,,114.0,6.88,4.08,2017,29.0,1,10,0.0,7.0,11.0,63.0,10,3,44,85
Lance Moore,0.0,69,177,4.52,,,,,,2005,NaN,,,NaN,NaN,0.0,89.0,NA,34,258,45
Lenny Walls,1.0,76,192,4.67,37.0,7.0,120.0,,,2002,NaN,,,NaN,NaN,NaN,NaN,,,,
Jack Williams-02,1.0,69,186,4.43,35.5,19.0,121.0,6.91,,2008,13.0,4,119,NaN,NaN,NaN,NaN,,,,
Major Wright,11.0,71,206,4.44,37.5,14.0,119.0,6.95,4.36,2010,26.0,3,75,1.0,0.0,12.0,4.0,75,8,NA,68
Leon McFadden,1.0,70,193,4.54,34.5,10.0,119.0,6.81,4.27,2013,2.0,3,68,1.0,0.0,6.0,58.0,68,21,156,58
K.J. Wright,6.0,75,246,4.71,32.0,20.0,120.0,7.26,4.46,2011,0.0,4,99,1.0,4.0,10.0,30.0,99,8,125,66
Alvin McKinley,5.0,76,289,5.09,27.5,22.0,102.0,7.73,4.61,2000,9.0,4,120,1.0,1.0,4.0,30.0,120,NA,NA,NA
Donte Paige-Moss,3.0,75,268,4.67,,26.0,,,,2012,NaN,,,NaN,NaN,NaN,NaN,,,,
David Wilson,2.0,70,206,4.38,41.0,,132.0,7.09,4.12,2012,30.0,1,32,1.0,0.0,5.0,25.0,183,NA,NA,NA
Darrian Miller,4.0,77,307,5.51,25.0,,97.0,7.91,4.87,2015,NaN,,,NaN,NaN,3.0,54.0,NA,17,179,50
Ryan Shazier,6.0,73,237,4.58,42.0,25.0,130.0,6.91,4.21,2014,6.0,1,15,1.0,4.0,10.0,2.0,15,2,17,92
Corey Hilliard,4.0,77,308,5.29,27.0,28.0,106.0,7.45,4.65,2007,19.0,6,209,0.0,2.0,3.0,33.0,209,18,213,46
Anthony Chickillo,3.0,75,267,4.79,34.5,27.0,114.0,7.17,4.25,2015,6.0,6,212,1.0,1.0,2.0,8.0,212,12,110,68
Mike Jones,7.0,77,309,5.46,25.5,28.0,98.0,7.8,4.88,2007,NaN,,,0.0,5.0,8.0,17.0,54,NA,NA,NA
Kevin Williams,3.0,77,304,4.81,30.0,23.0,112.0,7.66,5.04,2003,3.0,1,9,1.0,0.0,1.0,27.0,126,NA,NA,NA
Sam Brandon,11.0,74,199,4.66,36.5,,127.0,,,2002,13.0,4,131,1.0,0.0,5.0,101.0,131,NA,NA,NA
Lorenzo Washington,5.0,76,291,5.21,30.0,25.0,107.0,7.4,4.68,2010,NaN,,,NaN,NaN,NaN,NaN,,,,
Bjoern Werner,3.0,75,266,4.83,31.0,25.0,111.0,7.3,4.4,2013,22.0,1,24,1.0,1.0,2.0,5.0,24,3,23,90
Marques Anderson,12.0,71,213,4.5,39.5,18.0,127.0,,,2002,5.0,3,92,1.0,0.0,5.0,27.0,92,NA,NA,NA
Asa Jackson,1.0,70,191,4.48,34.5,19.0,118.0,6.97,4.03,2012,1.0,5,169,1.0,0.0,6.0,0.0,169,21,142,60
Khyri Thornton,5.0,75,304,5.03,29.0,28.0,112.0,7.83,4.76,2014,5.0,3,85,1.0,1.0,4.0,68.0,85,17,149,57
Dave Stachelski,9.0,75,250,4.78,38.0,24.0,115.0,6.84,4.14,2000,19.0,5,141,0.0,6.0,8.0,53.0,141,NA,NA,NA
Martavis Bryant,0.0,76,211,4.42,39.0,16.0,124.0,7.18,4.15,2014,6.0,4,118,0.0,3.0,0.0,14.0,118,12,66,76
Jamar Chaney,10.0,73,242,4.54,39.0,26.0,124.0,6.9,4.29,2010,8.0,7,220,1.0,4.0,13.0,30.0,220,6,NA,65
Andy Dalton,8.0,74,215,4.83,29.5,,106.0,6.93,4.27,2011,12.0,2,35,0.0,7.0,11.0,49.0,35,4,40,86
Anthony Henry,1.0,73,198,4.6,41.0,15.0,126.0,6.9,4.2,2001,2.0,4,97,1.0,0.0,5.0,74.0,97,NA,NA,NA
Jalen Mills,12.0,72,191,4.61,37.0,16.0,123.0,6.86,4.0,2016,8.0,7,233,1.0,0.0,12.0,1.0,233,7,92,72
Al Lucas,5.0,73,294,5.0,36.0,28.0,108.0,7.44,4.56,2000,NaN,,,NaN,NaN,NaN,NaN,,,,
Clay Harbor,15.0,75,252,4.62,40.0,30.0,120.0,,4.37,2010,8.0,4,125,0.0,6.0,8.0,133.0,125,9,NA,63
Travis Frederick,13.0,76,312,5.58,28.5,21.0,97.0,7.81,4.76,2013,14.0,1,31,0.0,2.0,14.0,64.0,31,1,71,78
Zach Miller,9.0,76,256,4.87,34.0,,115.0,7.01,4.42,2007,23.0,2,38,0.0,6.0,8.0,29.0,38,2,48,85
Dezmon Briscoe,0.0,74,207,4.66,33.0,9.0,115.0,7.1,4.57,2010,12.0,6,191,0.0,3.0,0.0,81.0,191,15,NA,68
Broderick Lancaster,7.0,76,310,5.26,,14.0,,,,2002,NaN,,,NaN,NaN,NaN,NaN,,,,
Kyle Williams,0.0,70,188,4.4,33.0,11.0,118.0,7.0,4.19,2010,4.0,6,206,0.0,3.0,4.0,1.0,134,8,77,77
Garrett Sickels,3.0,75,261,4.9,28.0,20.0,105.0,7.21,4.41,2017,NaN,,,NaN,NaN,2.0,15.0,NA,21,223,46
Plaxico Burress,0.0,77,231,4.59,33.0,,115.0,,,2000,6.0,1,8,0.0,3.0,0.0,31.0,8,NA,NA,NA
Braden Brown,4.0,77,310,5.2,28.0,26.0,100.0,7.43,4.7,2013,NaN,,,NaN,NaN,3.0,55.0,NA,20,245,44
Casey Clausen,8.0,75,223,4.95,,,,,,2004,NaN,,,NaN,NaN,NaN,NaN,,,,
Jacoby Brissett,8.0,76,231,4.94,31.0,,113.0,7.17,4.53,2016,19.0,3,91,0.0,7.0,11.0,43.0,91,7,109,68
Braxton Miller,0.0,73,201,4.5,35.0,17.0,123.0,6.65,4.07,2016,16.0,3,85,0.0,3.0,0.0,2.0,85,8,51,81
Jimmy Smith,1.0,74,211,4.42,36.0,24.0,123.0,6.93,4.06,2011,1.0,1,27,0.0,3.0,1.0,127.0,102,NA,NA,NA
Brandyn Thompson,1.0,69,189,4.5,33.5,13.0,114.0,6.66,4.12,2011,28.0,7,213,1.0,0.0,6.0,53.0,213,35,287,33
Edwin Williams,13.0,74,308,5.4,28.5,22.0,99.0,8.15,4.98,2009,NaN,,,NaN,NaN,NaN,NaN,,,,
Hanik Milligan,11.0,74,201,4.52,36.5,9.0,130.0,7.11,4.18,2003,31.0,6,188,1.0,0.0,5.0,78.0,188,NA,NA,NA
Lamar Jackson,8.0,74,216,,,,,,,2018,NaN,,,0.0,7.0,11.0,22.0,32,5,29,87
Kasim Edebali,6.0,74,253,4.79,34.5,19.0,115.0,7.2,4.35,2014,NaN,,,NaN,NaN,2.0,37.0,NA,21,229,42
Todd Washington,1.0,71,196,4.57,,13.0,,,,2014,NaN,,,0.0,2.0,6.0,136.0,NA,39,307,31
Roc Thomas,2.0,70,198,4.56,35.5,16.0,125.0,,,2018,NaN,,,NaN,NaN,NaN,NaN,,,,
Ken Lucas,1.0,72,200,4.45,,,,,,2001,0.0,2,40,1.0,0.0,5.0,36.0,40,NA,NA,NA
Mike Bell,2.0,72,221,4.6,31.5,19.0,112.0,7.16,4.21,2006,NaN,,,NaN,NaN,2.0,76.0,2,NA,NA,NA
Devin Taylor,3.0,79,266,4.72,35.0,14.0,128.0,6.89,4.3,2013,15.0,4,132,1.0,1.0,2.0,24.0,132,16,124,67
Ray McDonald,3.0,75,276,4.88,,,,,,2007,4.0,3,97,1.0,1.0,2.0,4.0,97,6,45,85
Kheeston Randall,5.0,77,293,5.0,34.0,28.0,111.0,7.49,4.84,2012,18.0,7,215,1.0,1.0,4.0,16.0,215,19,213,42
Shannon Snell,7.0,76,316,5.82,25.5,21.0,93.0,8.38,4.91,2004,NaN,,,NaN,NaN,NaN,NaN,,,,
Ben Wilkerson,13.0,75,299,5.46,,,,,,2005,NaN,,,NaN,NaN,NaN,NaN,,,,
Shad Meier,9.0,77,256,4.85,34.0,20.0,113.0,7.14,4.15,2001,10.0,3,90,0.0,6.0,8.0,40.0,90,NA,NA,NA
Zach Mettenberger,8.0,77,224,,,,,,,2014,10.0,6,178,0.0,7.0,11.0,1.0,178,11,132,60
Fletcher Cox,5.0,76,298,4.77,26.0,30.0,103.0,7.07,4.53,2012,8.0,1,12,1.0,1.0,4.0,30.0,12,1,7,95
Kenny Clark-02,5.0,75,314,5.06,28.5,29.0,102.0,,4.62,2016,5.0,1,27,NaN,NaN,NaN,NaN,,,,
Quinten Lawrence,0.0,72,184,4.4,,20.0,,,,2009,29.0,6,175,0.0,3.0,0.0,132.0,175,30,237,43
Johnathan Sullivan,5.0,75,313,5.1,,,,,,2003,27.0,1,6,1.0,1.0,4.0,7.0,6,NA,NA,NA
Kolby Smith,2.0,71,220,4.5,38.0,18.0,114.0,7.22,4.34,2007,29.0,5,148,0.0,5.0,1.0,22.0,148,13,148,60
Daniel Lasco,2.0,72,209,4.46,41.5,23.0,135.0,7.22,4.26,2016,27.0,7,237,0.0,5.0,1.0,25.0,237,14,191,54
Marcell Ateman,0.0,76,216,4.62,34.0,13.0,121.0,7.07,4.25,2018,NaN,,,0.0,3.0,0.0,33.0,228,22,185,56
Dennis Johnson,3.0,77,258,4.82,35.5,17.0,119.0,7.21,4.36,2002,11.0,3,98,0.0,3.0,2.0,54.0,98,NA,NA,NA
Jonathan Dowling,11.0,75,190,4.52,33.5,8.0,118.0,7.04,4.24,2014,23.0,7,247,1.0,0.0,6.0,91.0,247,NA,NA,NA
Keiland Williams,2.0,71,233,4.52,,,,,,2010,NaN,,,NaN,NaN,NaN,NaN,,,,
Marlon Mack,2.0,71,213,4.5,35.5,15.0,125.0,,,2017,22.0,4,143,0.0,5.0,1.0,74.0,143,13,148,61
Roquan Smith,6.0,73,236,4.51,,,,,,2018,NaN,,,1.0,4.0,10.0,7.0,8,1,5,94
Dustin Keller,9.0,74,242,4.53,38.0,26.0,131.0,6.88,4.14,2008,25.0,1,30,0.0,6.0,8.0,47.0,30,1,39,87
Marcus Walker,1.0,70,191,4.46,35.5,,122.0,6.8,4.07,2008,NaN,,,NaN,NaN,NaN,NaN,,,,
John Owens,9.0,75,265,4.77,38.5,21.0,117.0,,,2002,15.0,5,138,0.0,6.0,2.0,73.0,200,NA,NA,NA
David Thornton,6.0,74,236,4.62,35.5,26.0,117.0,6.93,4.09,2002,22.0,4,106,1.0,4.0,9.0,28.0,106,NA,NA,NA
Brennan Curtin,4.0,81,318,5.28,32.0,,100.0,7.98,4.87,2003,NaN,,,0.0,2.0,3.0,11.0,212,NA,NA,NA
Andre Brown,2.0,72,224,4.37,37.0,24.0,115.0,7.35,4.33,2009,30.0,4,129,0.0,5.0,1.0,43.0,129,6,70,78
Ricky Wagner,4.0,78,308,5.17,31.5,20.0,101.0,7.94,4.91,2013,1.0,5,168,0.0,2.0,3.0,64.0,168,13,141,62
Tim Crowder,3.0,76,272,4.69,30.5,32.0,111.0,7.28,4.32,2007,13.0,2,56,1.0,1.0,2.0,16.0,56,8,51,83
Ian Scott,5.0,74,312,5.16,28.5,28.0,99.0,8.12,5.0,2003,26.0,4,116,1.0,1.0,4.0,4.0,116,NA,NA,NA
Chris Hawkins-02,1.0,72,187,4.43,35.0,16.0,118.0,6.91,4.46,2010,NaN,,,NaN,NaN,NaN,NaN,,,,
Mason Crosby,16.0,73,212,5.18,,,,,,2007,5.0,6,193,2.0,9.0,17.0,34.0,193,1,94,72
Steve Neal,0.0,73,190,4.59,36.0,,119.0,7.18,4.19,2001,NaN,,,NaN,NaN,NaN,NaN,,,,
Matt Wilhelm,10.0,76,245,4.8,,,,,,2003,31.0,4,112,1.0,4.0,9.0,2.0,112,NA,NA,NA
Jeremy Williams,0.0,72,206,4.59,36.0,14.0,117.0,6.73,,2010,NaN,,,NaN,NaN,NaN,NaN,,,,
Torrey Smith,0.0,73,204,4.41,41.0,19.0,126.0,6.72,4.13,2011,1.0,2,58,0.0,3.0,0.0,38.0,58,6,53,82
Kelvin Benjamin,0.0,77,240,4.61,32.5,13.0,119.0,7.33,4.39,2014,9.0,1,28,0.0,3.0,0.0,5.0,28,13,69,75
Alvin Kamara,2.0,70,214,4.56,39.5,15.0,131.0,,,2017,27.0,3,67,0.0,5.0,1.0,9.0,67,4,40,86
Ethan Pocic,13.0,78,310,5.15,27.0,26.0,107.0,7.89,4.81,2017,0.0,2,58,0.0,2.0,18.0,1.0,58,2,81,75
Branden Ore,2.0,71,214,4.61,36.0,21.0,112.0,7.35,4.44,2009,NaN,,,NaN,NaN,NaN,NaN,,,,
Rennie Curran,6.0,71,235,4.75,34.5,25.0,,,,2010,10.0,3,97,1.0,4.0,10.0,7.0,97,14,NA,62
Keith Reaser,1.0,71,189,4.43,,22.0,,,,2014,4.0,5,170,1.0,0.0,6.0,146.0,170,45,NA,30
Jamie Blatnick,3.0,75,263,4.81,32.5,28.0,112.0,7.22,4.2,2012,NaN,,,NaN,NaN,2.0,33.0,NA,18,165,54
Marcus Heit,19.0,75,258,4.91,29.0,,115.0,,,2014,NaN,,,NaN,NaN,NaN,NaN,,,,
Jerron Wishom,1.0,72,193,4.5,38.0,18.0,118.0,6.81,4.07,2005,NaN,,,NaN,NaN,NaN,NaN,,,,
Lamarr Houston,5.0,75,305,4.84,33.5,30.0,114.0,7.61,4.71,2010,23.0,2,44,1.0,1.0,4.0,16.0,44,6,36,88
Solomon Thomas,3.0,75,273,4.69,35.0,30.0,126.0,6.95,4.28,2017,4.0,1,3,1.0,1.0,4.0,20.0,3,1,3,94
Seth Olsen,7.0,77,306,5.23,24.5,23.0,90.0,7.59,4.7,2009,13.0,4,132,0.0,2.0,NaN,NaN,,,,
Robert Meachem,0.0,74,214,4.39,37.5,,121.0,6.97,4.31,2007,27.0,1,27,0.0,3.0,0.0,9.0,27,4,20,92
Ramik Wilson,10.0,74,237,4.77,35.0,23.0,111.0,,4.51,2015,29.0,4,118,1.0,4.0,10.0,7.0,118,14,131,61
Rhett Bomar,8.0,74,225,4.7,,25.0,106.0,6.91,4.06,2009,30.0,5,151,0.0,7.0,11.0,156.0,151,6,163,56
Craig Mager,1.0,71,201,4.44,38.0,17.0,130.0,6.83,4.07,2015,31.0,3,83,1.0,0.0,6.0,139.0,83,18,201,59
Antonio Perkins,1.0,71,190,4.49,40.0,10.0,126.0,7.17,4.07,2005,2.0,4,103,1.0,0.0,5.0,10.0,103,11,65,81
Darrell Robertson,3.0,76,255,4.76,,,,,,2008,NaN,,,NaN,NaN,2.0,44.0,NA,13,110,67
Tim Jennings,1.0,68,185,4.32,37.5,17.0,117.0,,,2006,22.0,2,62,1.0,0.0,5.0,7.0,62,15,122,65
Seantrel Henderson,4.0,79,331,5.04,24.0,,95.0,8.15,4.77,2014,7.0,7,237,0.0,2.0,3.0,8.0,237,14,168,53
Darius Walker,2.0,70,206,4.55,40.5,19.0,123.0,7.18,4.39,2007,NaN,,,NaN,NaN,1.0,11.0,NA,11,129,65
Kevin White-01,1.0,69,183,4.63,35.5,18.0,121.0,,,2015,NaN,,,NaN,NaN,NaN,NaN,,,,
Spencer Roth,14.0,76,227,5.06,,,,,,2015,NaN,,,NaN,NaN,NaN,NaN,,,,
Armando Allen,2.0,68,199,4.59,,23.0,,,,2011,NaN,,,NaN,NaN,NaN,NaN,,,,
Marion Grice,2.0,72,208,4.67,,,,,,2014,31.0,6,201,0.0,5.0,1.0,29.0,201,16,183,50
Tyler Ervin,2.0,70,192,4.41,39.0,17.0,130.0,,,2016,16.0,4,119,0.0,5.0,1.0,88.0,119,12,164,58
Victor Ochi,3.0,73,246,4.86,32.0,,119.0,7.24,4.4,2016,NaN,,,NaN,NaN,10.0,173.0,NA,16,195,53
Alex Bannister,0.0,77,201,4.47,30.5,,110.0,,,2001,0.0,5,140,0.0,3.0,0.0,229.0,140,NA,NA,NA
Chris Warren,2.0,74,247,4.69,33.0,25.0,121.0,6.98,4.18,2018,NaN,,,0.0,5.0,1.0,231.0,89,NA,NA,NA
Mike Roberg,9.0,76,256,4.75,34.5,16.0,117.0,7.28,4.4,2001,9.0,7,227,0.0,6.0,8.0,97.0,227,NA,NA,NA
Jadeveon Clowney,3.0,77,266,4.53,37.5,21.0,124.0,7.27,4.43,2014,16.0,1,1,1.0,1.0,2.0,24.0,1,1,1,98
Chip Vaughn,12.0,73,221,4.42,37.0,21.0,125.0,7.03,4.12,2009,27.0,4,116,1.0,0.0,12.0,62.0,116,5,87,71
Drew Willy,8.0,75,215,4.9,30.5,,109.0,7.18,4.45,2009,NaN,,,NaN,NaN,NaN,NaN,,,,
Jamaica Rector,0.0,70,186,4.47,36.5,,122.0,6.78,4.13,2005,NaN,,,NaN,NaN,0.0,0.0,NA,35,267,43
Kader Drame,5.0,77,290,5.25,30.5,17.0,108.0,8.12,,2006,NaN,,,NaN,NaN,NaN,NaN,,,,
Roylin Bradley,6.0,73,243,4.67,34.0,19.0,116.0,7.16,4.28,2001,NaN,,,NaN,NaN,NaN,NaN,,,,
Jayson Swain,0.0,72,212,4.63,33.0,,,,,2007,NaN,,,NaN,NaN,NaN,NaN,,,,
Chad Wheeler,4.0,79,306,5.48,20.5,15.0,105.0,,5.01,2017,NaN,,,NaN,NaN,3.0,3.0,NA,14,210,49
Richie Ross,0.0,76,209,4.61,37.0,,120.0,6.95,4.29,2006,NaN,,,NaN,NaN,NaN,NaN,,,,
Mario Henderson,4.0,78,302,5.11,28.5,20.0,109.0,7.6,4.87,2007,23.0,3,91,1.0,1.0,3.0,5.0,91,8,113,68
Margin Hooks,0.0,71,191,4.5,36.0,,116.0,7.08,4.18,2001,NaN,,,NaN,NaN,NaN,NaN,,,,
Aaron Lynch,3.0,77,249,4.76,,18.0,,,,2014,4.0,5,150,1.0,1.0,2.0,74.0,150,16,171,52
Ben Obomanu,0.0,73,205,4.45,38.0,,116.0,7.17,4.21,2006,0.0,7,249,0.0,3.0,0.0,18.0,249,29,NA,47
Eric Johnson,12.0,72,215,4.6,38.0,12.0,121.0,6.96,4.17,2000,4.0,7,224,0.0,6.0,8.0,213.0,224,NA,NA,NA
George Uko,5.0,75,284,4.99,29.5,18.0,110.0,,,2014,NaN,,,NaN,NaN,4.0,3.0,NA,19,186,49
Tutan Reyes,4.0,75,299,5.37,26.5,20.0,99.0,7.49,4.88,2000,27.0,5,131,0.0,2.0,3.0,36.0,131,NA,NA,NA
Travis Taylor,0.0,73,199,4.43,37.0,,118.0,7.15,,2000,1.0,1,10,0.0,3.0,0.0,4.0,10,NA,NA,NA
Garry Peters,1.0,72,191,4.61,32.5,7.0,119.0,6.8,4.0,2015,NaN,,,NaN,NaN,6.0,14.0,NA,27,215,45
Ben Utecht,9.0,78,249,4.8,,,,,,2004,NaN,,,NaN,NaN,NaN,NaN,,,,
Shawn Draper,7.0,75,303,5.3,32.0,17.0,106.0,8.1,4.77,2001,18.0,5,156,0.0,2.0,3.0,6.0,156,NA,NA,NA
Neiron Ball,6.0,74,236,4.65,,22.0,,,,2015,23.0,5,161,1.0,4.0,10.0,4.0,161,23,278,36
Ryan Hewitt,15.0,76,246,4.87,33.0,,109.0,7.04,4.35,2014,NaN,,,NaN,NaN,16.0,20.0,NA,2,258,38
Jordan Phillips,5.0,77,329,5.17,30.0,28.0,105.0,7.88,4.68,2015,18.0,2,52,1.0,1.0,4.0,10.0,52,4,46,85
Mike Otto,4.0,77,308,5.2,26.5,20.0,105.0,7.62,4.67,2007,NaN,,,NaN,NaN,3.0,47.0,223,16,184,52
Keith Willis,9.0,78,260,5.03,,21.0,114.0,7.33,4.44,2004,NaN,,,NaN,NaN,NaN,NaN,,,,
Isaiah Thompson,7.0,75,300,6.0,25.0,23.0,82.0,9.04,5.56,2011,NaN,,,NaN,NaN,NaN,NaN,,,,
Palauni Ma Sun,7.0,77,319,5.86,24.5,22.0,91.0,8.7,5.01,2007,NaN,,,NaN,NaN,NaN,NaN,,,,
Dwayne Slay,11.0,75,216,4.78,32.5,,112.0,,,2006,NaN,,,NaN,NaN,NaN,NaN,,,,
Austin Seferian-Jenkins,9.0,77,262,4.75,,20.0,,,,2014,17.0,2,38,0.0,6.0,8.0,35.0,38,3,51,81
Kwame Harris,4.0,79,310,5.2,35.5,,107.0,7.98,4.65,2003,4.0,1,26,0.0,2.0,3.0,20.0,26,NA,NA,NA
Paris Gaines,15.0,72,228,4.67,,14.0,,,,2002,NaN,,,NaN,NaN,NaN,NaN,,,,
Daniel Brunskill,4.0,77,273,,28.0,17.0,106.0,7.9,4.84,2017,NaN,,,NaN,NaN,18.0,58.0,NA,10,335,31
Damarious Randall,11.0,71,196,4.46,38.0,14.0,120.0,6.83,4.07,2015,5.0,1,30,1.0,0.0,12.0,29.0,30,2,38,87
Zac Robinson,8.0,74,214,4.68,35.0,,110.0,7.24,4.4,2010,19.0,7,250,0.0,7.0,11.0,33.0,250,16,NA,30
Paul Richardson,0.0,72,175,4.4,38.0,,124.0,7.09,,2014,0.0,2,45,0.0,3.0,0.0,34.0,45,14,71,74
Terreal Bierria,11.0,75,216,4.61,36.0,18.0,130.0,6.93,4.1,2002,0.0,4,120,1.0,0.0,5.0,7.0,120,NA,NA,NA
Jamon Meredith,4.0,77,304,4.99,28.0,31.0,105.0,8.01,4.82,2009,5.0,5,162,0.0,2.0,3.0,24.0,162,8,66,79
Chase Pittman,3.0,77,270,5.03,,,,,,2007,2.0,7,213,1.0,1.0,2.0,1.0,213,18,190,51
Nick Hayden,5.0,76,291,5.14,27.0,34.0,108.0,7.55,4.54,2008,9.0,6,181,1.0,1.0,4.0,42.0,181,17,NA,47
Chris Edwards,6.0,77,226,4.65,,,,,,2000,NaN,,,NaN,NaN,NaN,NaN,,,,
Isaiah Wynn,20.0,75,313,,,,,,,2018,NaN,,,0.0,2.0,7.0,7.0,23,4,38,85
Charles Johnson,3.0,74,270,4.84,34.0,33.0,118.0,7.5,,2007,9.0,3,83,0.0,3.0,0.0,147.0,216,25,199,51
Derek Sherrod,4.0,77,321,5.18,28.0,23.0,97.0,7.43,4.63,2011,5.0,1,32,0.0,2.0,3.0,30.0,32,5,36,87
J.D. Walton,13.0,75,300,5.19,27.0,24.0,101.0,7.6,4.69,2010,13.0,3,80,0.0,2.0,14.0,52.0,80,2,NA,59
Rashad Baker,11.0,70,204,4.5,36.0,21.0,117.0,7.19,4.12,2004,NaN,,,NaN,NaN,NaN,NaN,,,,
Earl Everett,6.0,74,238,4.73,32.0,19.0,113.0,,,2007,NaN,,,NaN,NaN,10.0,4.0,NA,15,162,58
Parry Nickerson,1.0,72,180,4.32,,15.0,,,,2018,NaN,,,1.0,0.0,6.0,105.0,179,14,117,68
Nathan Vasher,1.0,70,177,4.49,,,,,,2004,26.0,4,110,1.0,0.0,5.0,16.0,110,13,91,72
Reggie Brown,0.0,74,196,4.45,41.5,,128.0,6.99,3.94,2005,8.0,2,35,0.0,5.0,1.0,26.0,95,NA,NA,NA
T.C. Ostrander,8.0,74,227,4.92,,,,,,2008,NaN,,,NaN,NaN,NaN,NaN,,,,
Jake Scott,4.0,77,281,5.06,34.5,24.0,110.0,7.96,4.68,2004,22.0,5,141,0.0,2.0,3.0,97.0,141,13,166,59
Joseph Addai,2.0,71,214,4.4,38.5,18.0,125.0,7.09,4.47,2006,22.0,1,30,0.0,5.0,1.0,1.0,30,5,47,86
Danny Etling,8.0,74,222,4.76,30.5,,114.0,7.09,4.37,2018,NaN,,,0.0,7.0,11.0,1.0,219,25,NA,30
Ryan McKee,4.0,78,296,5.03,,,,,,2009,NaN,,,NaN,NaN,NaN,NaN,,,,
Chris Borland,10.0,71,248,4.83,31.0,27.0,114.0,7.18,4.27,2014,4.0,3,77,1.0,4.0,13.0,64.0,77,2,79,70
Mike McCray,10.0,76,243,4.76,31.5,16.0,119.0,7.09,4.25,2018,NaN,,,NaN,NaN,13.0,13.0,NA,10,257,42
Marvin Jones,0.0,74,199,4.46,33.0,22.0,112.0,6.81,4.11,2012,12.0,5,166,1.0,4.0,9.0,5.0,4,NA,NA,NA
Ryan Moats,2.0,68,210,4.46,36.0,19.0,117.0,7.22,4.1,2005,8.0,3,77,0.0,5.0,1.0,79.0,77,13,112,69
Rob Bruggeman,13.0,76,293,5.05,,30.0,,,,2009,NaN,,,NaN,NaN,NaN,NaN,,,,
D.J. Moore-01,1.0,69,192,4.56,39.5,17.0,118.0,7.01,4.28,2009,26.0,4,119,NaN,NaN,NaN,NaN,,,,
John Owens,9.0,75,265,4.77,38.5,21.0,117.0,,,2002,15.0,5,138,0.0,6.0,8.0,11.0,138,NA,NA,NA
Parys Haralson,3.0,73,253,4.8,32.0,24.0,115.0,7.37,4.26,2006,4.0,5,140,1.0,1.0,9.0,9.0,140,9,97,71
Makoa Freitas,7.0,76,307,5.05,24.5,36.0,95.0,8.24,4.92,2003,22.0,6,208,0.0,2.0,3.0,60.0,208,NA,NA,NA
Dan Stultz,16.0,71,207,,,,,,,2001,NaN,,,NaN,NaN,NaN,NaN,,,,
Kolton Miller,4.0,81,309,4.95,31.5,24.0,121.0,7.34,4.49,2018,NaN,,,0.0,2.0,3.0,27.0,15,2,30,87
Devin Hester,0.0,71,190,4.41,38.0,16.0,124.0,,,2006,26.0,2,57,1.0,0.0,5.0,8.0,57,1,83,76
Bobby McCray,3.0,78,255,4.62,33.5,27.0,,,,2004,20.0,7,249,1.0,1.0,2.0,4.0,249,14,131,64
